"","ID","Fname","Lname","gender","City","FamilyIncome","EdYears","FamilySize","boughtelectronics"
"3629",3629,"Roman","Fielder","M","Vancouver",27801,12,5,"YES"
"3630",3630,"Lily","Phillips","F","Edmonton",14240,10,2,"NO"
"3631",3631,"Westly","Currier","M","Edmonton",22529,12,4,"NO"
"3632",3632,"Lindsey","Segall","F","Toronto",22817,10,2,"NO"
"3633",3633,"Elizabeth","Teuscher","F","Vancouver",46847,13,3,"YES"
"3634",3634,"Wyatt","Bovey","M","Calgary",28671,13,3,"NO"
"3635",3635,"Alicia","Ellingson","F","Calgary",33768,11,3,"NO"
"3636",3636,"Cambrie","Dotson","F","Vancouver",13803,10,2,"NO"
"3637",3637,"Nicholas","Hoyer","M","Vancouver",31934,10,3,"NO"
"3638",3638,"Colton","Mayrose","M","Victoria",32847,10,3,"NO"
"3639",3639,"Drew","Francisco","M","Montreal",22890,14,2,"NO"
"3640",3640,"Dannie","Morrow","F","Victoria",30043,10,3,"NO"
"3641",3641,"Kailee","Harris","F","Calgary",37977,14,2,"NO"
"3642",3642,"Sara","Mawhirter","F","Winnipeg",27320,13,3,"NO"
"3643",3643,"Alexandra","Fisher","F","Victoria",17215,11,3,"NO"
"3644",3644,"Morgan","Hurley","F","Montreal",24786,12,3,"NO"
"3645",3645,"Landon","Hinton","M","Calgary",27722,16,2,"NO"
"3646",3646,"Jacob","Hudspeth","M","Vancouver",21614,10,4,"NO"
"3647",3647,"Kayla","Landmeier","F","Ottawa",32822,18,4,"YES"
"3648",3648,"Ciara","Mcgowan","F","Edmonton",63066,14,3,"YES"
"3649",3649,"Robert","Anderson","M","Winnipeg",33330,10,3,"NO"
"3650",3650,"Keith","Rotkovich","M","Montreal",18047,11,2,"NO"
"3651",3651,"Mason","Bennett","M","Vancouver",47835,11,3,"YES"
"3652",3652,"Steven","Thomas","M","Ottawa",22693,10,4,"NO"
"3653",3653,"Kristen","Illenberger","F","Winnipeg",51555,14,3,"YES"
"3654",3654,"Jordan'Dale","Jost","F","Edmonton",18568,13,3,"NO"
"3655",3655,"Khielianna","Gleason","F","Vancouver",36972,10,3,"NO"
"3656",3656,"Lakeisha","Harris","F","Victoria",25902,13,5,"YES"
"3657",3657,"Steven","Mellon-Ferguson","M","Calgary",20183,10,2,"NO"
"3658",3658,"Andrew","Jones","M","Toronto",41458,11,1,"NO"
"3659",3659,"Cassandra","Picard","F","Toronto",45974,10,5,"YES"
"3660",3660,"Taylor","Mcatee","F","Montreal",20440,16,4,"NO"
"3661",3661,"William","Campbell","M","Edmonton",16519,13,4,"NO"
"3662",3662,"Joshua","Fazzio","M","Calgary",31144,12,2,"NO"
"3663",3663,"Darien","Seyler","M","Victoria",26122,11,4,"NO"
"3664",3664,"Thomas","Piskopus","M","Edmonton",19753,10,4,"NO"
"3665",3665,"Justin","Helblig","M","Calgary",59983,10,4,"YES"
"3666",3666,"Brandon","Fink","M","Vancouver",54010,10,3,"YES"
"3667",3667,"Kaila","Walls","F","Victoria",21830,10,3,"NO"
"3668",3668,"Tana","Roberts","F","Ottawa",25471,11,2,"NO"
"3669",3669,"Carl","Martin","M","Winnipeg",28110,14,4,"NO"
"3670",3670,"Austin","Cook","M","Toronto",31759,10,2,"NO"
"3671",3671,"Jillian","Kroeker","F","Vancouver",27837,10,2,"NO"
"3672",3672,"Taylor","Haynes","F","Vancouver",56056,12,1,"NO"
"3673",3673,"Donald","Maclean","M","Winnipeg",16975,10,4,"NO"
"3674",3674,"Kacey","Aguilar","F","Toronto",16443,12,3,"NO"
"3675",3675,"Joshua","Russell","M","Winnipeg",34847,11,3,"NO"
"3676",3676,"Joshua","Simmons","M","Montreal",44791,10,3,"NO"
"3677",3677,"Phoebe","Statesbrown","F","Toronto",47058,12,3,"NO"
"3678",3678,"Caitlin","Harr","F","Calgary",26002,13,2,"NO"
"3679",3679,"Jennifer","Tymn","F","Ottawa",36977,10,5,"YES"
"3680",3680,"Savannah","Quisenberry","F","Vancouver",18118,13,3,"NO"
"3681",3681,"Curtis","Beary","M","Calgary",15196,10,4,"NO"
"3682",3682,"Aaron","Durling","M","Edmonton",38937,10,5,"YES"
"3683",3683,"Kristen","Langdon","F","Winnipeg",28077,13,5,"NO"
"3684",3684,"William","Brinkhaus","M","Calgary",26593,12,2,"NO"
"3685",3685,"Jack","Makloski","M","Montreal",16784,12,3,"NO"
"3686",3686,"Kendall","Street","F","Toronto",18907,11,3,"NO"
"3687",3687,"Hannah","Zella","F","Ottawa",27131,10,4,"NO"
"3688",3688,"Georgia","Habert","F","Victoria",32896,10,2,"NO"
"3689",3689,"Kaylee","Gann","F","Calgary",28855,10,3,"NO"
"3690",3690,"Danielle","Moriarty","F","Toronto",30623,12,4,"NO"
"3691",3691,"Samantha","Petry","F","Victoria",42035,10,1,"NO"
"3692",3692,"Christian","Hinrichs","M","Vancouver",28684,10,3,"NO"
"3693",3693,"Justin","Thompson","M","Victoria",34487,10,2,"NO"
"3694",3694,"Cody","Burton","M","Ottawa",42746,10,4,"YES"
"3695",3695,"Dane","Jones","M","Ottawa",49149,11,5,"YES"
"3696",3696,"Kyle","Anderson","M","Toronto",27415,10,3,"NO"
"3697",3697,"Mackenzie","Blickenderfer","F","Vancouver",27095,15,3,"NO"
"3698",3698,"Kira","Kelly","F","Winnipeg",36735,16,3,"NO"
"3699",3699,"Sadie","Romero","F","Toronto",31713,14,3,"NO"
"3700",3700,"Gretchen","Bush","F","Montreal",29146,10,4,"NO"
"3701",3701,"Cole","Saponas","M","Montreal",40135,10,3,"NO"
"3702",3702,"Jessica","Froelich","F","Ottawa",30063,10,4,"NO"
"3703",3703,"Alexis","Meinhart","F","Calgary",22340,10,4,"NO"
"3704",3704,"Brandon","Nobles III","M","Ottawa",22092,13,4,"YES"
"3705",3705,"Michael","Wainwright","M","Vancouver",37190,10,3,"NO"
"3706",3706,"Jami","Neumann","F","Winnipeg",51006,10,3,"NO"
"3707",3707,"Brody","Mendicino","M","Victoria",18895,10,3,"NO"
"3708",3708,"Brandon","Leporowska","M","Vancouver",44330,12,2,"YES"
"3709",3709,"Travis","Stewart","M","Edmonton",26497,10,3,"NO"
"3710",3710,"Nathan","Spangler","M","Winnipeg",18318,11,3,"NO"
"3711",3711,"Marissa","Delaney","F","Calgary",75628,14,4,"YES"
"3712",3712,"Allison","Boyack","F","Edmonton",28835,10,3,"NO"
"3713",3713,"Marisa","Abell","F","Edmonton",17411,11,3,"NO"
"3714",3714,"Benjamin","Nash","M","Edmonton",22074,11,4,"NO"
"3715",3715,"Derrick","Ewing","M","Ottawa",22344,10,3,"NO"
"3716",3716,"Kyle","Waters","M","Victoria",32177,10,2,"NO"
"3717",3717,"Daniel","Nikifarava","M","Calgary",14455,16,2,"NO"
"3718",3718,"Cody","Williams","M","Victoria",21504,10,3,"NO"
"3719",3719,"Jordan","May","F","Vancouver",50149,10,3,"YES"
"3720",3720,"Marlee","Dillon","F","Vancouver",39213,18,4,"YES"
"3721",3721,"Amanda","Pierce","F","Calgary",40904,10,2,"NO"
"3722",3722,"Andrew","Hunt","M","Toronto",24531,11,2,"NO"
"3723",3723,"Jaiden","Ossola","M","Calgary",17524,15,5,"YES"
"3724",3724,"Rebecca","Wurtz","F","Toronto",18662,10,2,"NO"
"3725",3725,"Tanner","Grim","M","Toronto",39118,10,3,"NO"
"3726",3726,"Jessica","Street","F","Calgary",53353,10,4,"YES"
"3727",3727,"Michael","Roberts","M","Calgary",43256,10,2,"NO"
"3728",3728,"Nicole","Zehnder","F","Winnipeg",13476,11,4,"NO"
"3729",3729,"Lorraine","Guy","F","Ottawa",36560,10,2,"NO"
"3730",3730,"Katie","Sisson","F","Edmonton",21090,10,3,"NO"
"3731",3731,"Gunnar","Heinz","M","Edmonton",42591,10,5,"YES"
"3732",3732,"Connor","Lawrence","F","Edmonton",46411,12,2,"NO"
"3733",3733,"Trey","Lawson","M","Winnipeg",29803,11,3,"NO"
"3734",3734,"Aja","Lenz","F","Toronto",30288,10,2,"NO"
"3735",3735,"Tiana","Qualls","F","Toronto",40560,10,3,"NO"
"3736",3736,"Andrew","Fox","M","Ottawa",17056,13,3,"NO"
"3737",3737,"Kolten","Lawrence","M","Edmonton",23354,10,4,"YES"
"3738",3738,"Jeffrey","Parrish","M","Ottawa",32134,16,4,"NO"
"3739",3739,"Joey","Coleman","M","Calgary",63087,10,3,"YES"
"3740",3740,"Joseph","Gamayunova","M","Vancouver",22436,15,3,"NO"
"3741",3741,"Michael","Ruppert","M","Victoria",30108,10,3,"NO"
"3742",3742,"Rachael","Kempsell","F","Winnipeg",21862,10,2,"NO"
"3743",3743,"Melanie","Miller","F","Victoria",23306,10,2,"NO"
"3744",3744,"Andrew","White","M","Toronto",17457,10,2,"NO"
"3745",3745,"Brooke","Mcguire","F","Vancouver",27055,10,3,"NO"
"3746",3746,"Tyler","Martin","M","Montreal",22106,10,3,"NO"
"3747",3747,"Dominic","Tucker","M","Victoria",19438,10,3,"NO"
"3748",3748,"Joseph","Massey","M","Edmonton",31898,13,4,"NO"
"3749",3749,"Tiffany","Kessler","F","Ottawa",25326,10,4,"NO"
"3750",3750,"Hunter","Brown","F","Winnipeg",28641,12,3,"NO"
"3751",3751,"Zachary","Mcfadden","M","Vancouver",35189,10,5,"YES"
"3752",3752,"Carissa","Binkley","F","Toronto",30631,10,3,"NO"
"3753",3753,"Joseph","Roman","M","Toronto",24764,11,4,"NO"
"3754",3754,"Joseph","Shaw","M","Calgary",30282,10,3,"NO"
"3755",3755,"Brooke","Chapman","F","Victoria",20497,10,2,"NO"
"3756",3756,"Ryan","Vandyke","M","Calgary",20098,10,4,"NO"
"3757",3757,"Cody","Yetter","M","Edmonton",27861,17,4,"NO"
"3758",3758,"Tayler","Thompson","F","Victoria",35087,11,5,"NO"
"3759",3759,"Samantha","White","F","Victoria",38397,18,3,"NO"
"3760",3760,"Shy'Anne","Mowry","F","Toronto",25385,11,4,"NO"
"3761",3761,"Tyler","Wagner","M","Ottawa",63621,10,2,"YES"
"3762",3762,"Megan","Dillehay","F","Ottawa",25940,11,2,"NO"
"3763",3763,"Emily","Parker","F","Montreal",17058,17,2,"NO"
"3764",3764,"Justin","Van Treeck","M","Toronto",26057,10,4,"NO"
"3765",3765,"Dalton","Warren","M","Vancouver",19408,11,5,"NO"
"3766",3766,"Kacie","Taylor","F","Edmonton",34484,10,4,"NO"
"3767",3767,"Valerie","Holton","F","Toronto",22261,19,5,"YES"
"3768",3768,"Bryce","Gillespie","M","Ottawa",25191,12,3,"NO"
"3769",3769,"Dallas","Blakey","F","Winnipeg",38080,17,3,"YES"
"3770",3770,"Derek","Hausner","M","Calgary",37279,10,5,"YES"
"3771",3771,"Nathan","Seeley","M","Edmonton",30208,13,3,"YES"
"3772",3772,"Chrystina","Hayne","F","Montreal",30282,17,5,"YES"
"3773",3773,"Catherine","Rackl","F","Calgary",21098,10,3,"NO"
"3774",3774,"Jake","King","M","Winnipeg",15809,12,3,"NO"
"3775",3775,"Ethan","Hamner","M","Toronto",31465,14,5,"YES"
"3776",3776,"David","Levy","M","Toronto",45399,10,3,"YES"
"3777",3777,"Autumn","Navin","F","Ottawa",20801,17,3,"NO"
"3778",3778,"Thomas","Dirksen","M","Victoria",17194,17,2,"NO"
"3779",3779,"Zachary","Wilkinson","M","Toronto",36564,12,2,"NO"
"3780",3780,"Joseph","Litoff","M","Edmonton",21514,12,5,"YES"
"3781",3781,"Taylor","Huss","F","Ottawa",30912,14,2,"NO"
"3782",3782,"Dylan","Mcmahon","M","Winnipeg",50515,13,4,"YES"
"3783",3783,"Holly","Johnston","F","Victoria",30328,13,2,"NO"
"3784",3784,"Cole","Barger","M","Winnipeg",37821,13,3,"NO"
"3785",3785,"Chance","Burnham","M","Toronto",24775,11,3,"NO"
"3786",3786,"Harley","Murphy","F","Vancouver",56852,10,4,"YES"
"3787",3787,"Joshua","Mills","M","Vancouver",27782,13,2,"NO"
"3788",3788,"David","Stewart","M","Winnipeg",15878,13,3,"NO"
"3789",3789,"Tyler","Lacy","M","Winnipeg",42832,10,3,"NO"
"3790",3790,"Ryan","Braly","M","Calgary",37471,12,4,"YES"
"3791",3791,"Garrett","Black","M","Winnipeg",32345,10,3,"NO"
"3792",3792,"Nikolay","Harrah","M","Vancouver",32352,11,3,"NO"
"3793",3793,"Chantil","Lujan","F","Victoria",19552,13,4,"NO"
"3794",3794,"Jennifer","Hemphill","F","Calgary",52170,10,4,"YES"
"3795",3795,"Sage","Johnson","M","Victoria",43543,10,4,"YES"
"3796",3796,"Seth","Haberman","M","Vancouver",26309,10,4,"NO"
"3797",3797,"Jeremy","Sherwood","M","Victoria",17894,10,5,"YES"
"3798",3798,"Alyssa","Goldanloo","F","Ottawa",44442,10,4,"YES"
"3799",3799,"Dylon","Holveck","M","Toronto",41077,10,4,"YES"
"3800",3800,"Cassandra","Baldwin","F","Ottawa",19827,11,4,"NO"
"3801",3801,"Megan","Buchanan","F","Calgary",14487,10,3,"NO"
"3802",3802,"Nathan","Borders","M","Victoria",35619,12,2,"NO"
"3803",3803,"Nichole","Richardson","F","Calgary",18171,10,3,"NO"
"3804",3804,"Nicole","Rutherford","F","Vancouver",26627,12,4,"NO"
"3805",3805,"Ginni","Parker","F","Montreal",27241,10,3,"NO"
"3806",3806,"Daniel","Galvin","M","Montreal",26124,13,2,"NO"
"3807",3807,"Lyndsey","Leeling","F","Vancouver",47819,10,5,"YES"
"3808",3808,"Lyndsie","Edwards","F","Calgary",41152,16,4,"YES"
"3809",3809,"Taylor","Necaise","F","Ottawa",15572,10,4,"NO"
"3810",3810,"Jade","Neiss","F","Victoria",24625,10,3,"NO"
"3811",3811,"Kile","Weber","M","Edmonton",50927,10,2,"YES"
"3812",3812,"Mcarthur","Walter","M","Edmonton",47895,10,2,"NO"
"3813",3813,"Daniel","Bohm","M","Winnipeg",73308,10,2,"YES"
"3814",3814,"Kolten","Lightfoot","M","Edmonton",26905,10,5,"NO"
"3815",3815,"Dillon","Miller","M","Edmonton",21405,13,3,"NO"
"3816",3816,"Stephanie","Wille","F","Ottawa",19713,14,4,"NO"
"3817",3817,"Matthew","Cannon","M","Edmonton",44467,12,4,"YES"
"3818",3818,"Laura","Waters","F","Montreal",39834,10,3,"NO"
"3819",3819,"James","Davis","M","Vancouver",31903,10,5,"NO"
"3820",3820,"Robert","Cyone","M","Winnipeg",24958,10,3,"NO"
"3821",3821,"Lauren","Hajek","F","Winnipeg",21954,10,2,"NO"
"3822",3822,"Amber","Sanchez","F","Calgary",28198,10,2,"NO"
"3823",3823,"Austin","Barry","M","Montreal",18690,16,2,"NO"
"3824",3824,"Torben","Fhuere","M","Winnipeg",33064,12,4,"NO"
"3825",3825,"Savannah","Six","F","Toronto",19343,12,2,"NO"
"3826",3826,"Tanner","Sawyer","M","Edmonton",23584,12,5,"NO"
"3827",3827,"Ian","Staley","M","Calgary",46898,10,3,"NO"
"3828",3828,"Talya","Bankus","F","Winnipeg",32895,10,2,"NO"
"3829",3829,"Nicholas","Paez","M","Calgary",47546,10,3,"YES"
"3830",3830,"Ethan","Gonzales","M","Ottawa",23929,10,3,"NO"
"3831",3831,"Kristy","Schlehuber","F","Vancouver",19458,10,3,"NO"
"3832",3832,"Jesse","Panagos","M","Calgary",44973,10,2,"NO"
"3833",3833,"Lindsay","Thurston","F","Vancouver",21428,10,5,"NO"
"3834",3834,"Madison","Wyss","F","Calgary",38884,13,5,"YES"
"3835",3835,"Jessie","Releford","F","Edmonton",18435,13,1,"NO"
"3836",3836,"Zackary","Legere","M","Victoria",24009,12,3,"NO"
"3837",3837,"Samantha","Komatz","F","Victoria",22653,10,4,"NO"
"3838",3838,"Zackery","Anley","M","Victoria",25670,11,2,"NO"
"3839",3839,"Arnela","Flint","F","Ottawa",19019,10,3,"NO"
"3840",3840,"Joseph","Bless","M","Edmonton",22062,11,3,"NO"
"3841",3841,"David","Sarna","M","Toronto",20930,10,3,"NO"
"3842",3842,"Grant","Evans","M","Toronto",48382,12,4,"YES"
"3843",3843,"Austin","Miltenberger","M","Calgary",40640,10,3,"NO"
"3844",3844,"Taylor","Davis","F","Victoria",65666,10,5,"YES"
"3845",3845,"Thomas","Pettyjohn-Parker","M","Calgary",24307,10,5,"YES"
"3846",3846,"Aubry","Gaddis","F","Ottawa",26395,18,5,"YES"
"3847",3847,"Luke","Morgan","M","Winnipeg",51296,10,5,"YES"
"3848",3848,"Jonathan","Grady","M","Edmonton",30906,10,2,"NO"
"3849",3849,"Nicoel","Cassidy","F","Montreal",36289,11,4,"NO"
"3850",3850,"Amanda","Amato","F","Calgary",53673,10,5,"YES"
"3851",3851,"Ashli","Dix","F","Calgary",17005,10,4,"NO"
"3852",3852,"Anthony","Brown","M","Ottawa",20829,10,2,"NO"
"3853",3853,"Julianne","Simpson","F","Winnipeg",40548,10,4,"YES"
"3854",3854,"Ethan","Dillon","M","Toronto",30307,10,4,"YES"
"3855",3855,"Halle","Moss","F","Ottawa",25809,16,3,"NO"
"3856",3856,"Jessica","Lichvar","F","Vancouver",37465,10,2,"NO"
"3857",3857,"Michael","Bell","M","Victoria",23899,10,4,"NO"
"3858",3858,"Andrew","Stevens","M","Calgary",17962,13,3,"NO"
"3859",3859,"Brandon","Knox","M","Victoria",41965,15,3,"YES"
"3860",3860,"Leif","Hinson","M","Edmonton",15225,10,4,"NO"
"3861",3861,"Mallory","Martinez","F","Edmonton",49438,12,2,"YES"
"3862",3862,"Skyler","Hernandez","F","Winnipeg",32094,10,3,"NO"
"3863",3863,"Brianne","Dines","F","Calgary",34079,10,3,"NO"
"3864",3864,"Terin","Mapson","M","Montreal",34409,10,3,"YES"
"3865",3865,"Joshua","Kochis","M","Ottawa",58024,10,3,"YES"
"3866",3866,"Devon","White","M","Victoria",19649,10,2,"NO"
"3867",3867,"Jamie","Lehnerz","F","Montreal",34238,10,2,"NO"
"3868",3868,"John","Hussey","M","Victoria",39848,17,5,"YES"
"3869",3869,"Seila","Goodard","F","Toronto",32306,10,4,"YES"
"3870",3870,"Jessica","Kidane","F","Vancouver",24048,10,5,"YES"
"3871",3871,"Barbara","Cockerham-Hunt","F","Vancouver",23913,10,4,"NO"
"3872",3872,"Destiny","Severn","F","Winnipeg",40680,10,4,"YES"
"3873",3873,"Christopher","Marcelli","M","Edmonton",29109,10,2,"NO"
"3874",3874,"Geneva","White","F","Ottawa",22118,12,4,"NO"
"3875",3875,"Greyson","Nikitin","M","Vancouver",27099,12,4,"YES"
"3876",3876,"Janie","Edwards","F","Vancouver",15331,11,5,"NO"
"3877",3877,"Kyle","Lawrence","M","Vancouver",34339,10,3,"NO"
"3878",3878,"Kyra","Ritchey","F","Winnipeg",65069,12,5,"YES"
"3879",3879,"Derek","Berta","M","Toronto",60630,11,3,"YES"
"3880",3880,"Christian","Jannsen","M","Ottawa",18179,10,2,"NO"
"3881",3881,"Jacob","Patterson","M","Edmonton",24675,11,4,"YES"
"3882",3882,"Emily","Ademe","F","Edmonton",21362,13,2,"NO"
"3883",3883,"Cody","Wright","M","Calgary",33628,18,3,"NO"
"3884",3884,"Jayla","Horton","F","Victoria",24836,10,4,"YES"
"3885",3885,"Brandon","May","M","Vancouver",22358,10,5,"YES"
"3886",3886,"Timothy","Warrington","M","Victoria",23686,10,3,"NO"
"3887",3887,"Tyler","Rizo","M","Winnipeg",38533,17,3,"NO"
"3888",3888,"Molly","Wodark","F","Toronto",19985,14,3,"NO"
"3889",3889,"Sarah","Julseth","F","Ottawa",26522,15,2,"NO"
"3890",3890,"Taylor","Burge","M","Winnipeg",15967,10,1,"NO"
"3891",3891,"Lawrence","Parks","M","Winnipeg",31073,11,2,"NO"
"3892",3892,"Marcus","Mckeever","M","Vancouver",39784,13,3,"YES"
"3893",3893,"Caleb","Watson-Pierce","M","Victoria",48562,10,5,"YES"
"3894",3894,"Yelizaveta","Ames","F","Vancouver",27110,16,2,"NO"
"3895",3895,"Joseph","Gallagher","M","Winnipeg",11798,11,5,"NO"
"3896",3896,"Caroline","Nelson","F","Ottawa",32153,10,4,"NO"
"3897",3897,"Katherine","Thomas","F","Calgary",31716,10,5,"YES"
"3898",3898,"Keith","Walker","M","Victoria",42319,14,3,"NO"
"3899",3899,"Caitlyn","Wedemeyer","F","Edmonton",24000,14,3,"NO"
"3900",3900,"Lindsay","Vitek","F","Toronto",47613,17,2,"YES"
"3901",3901,"Nicole","Frare","F","Toronto",28865,12,3,"NO"
"3902",3902,"Elick","Thomas","M","Toronto",25959,10,4,"NO"
"3903",3903,"Patrick","Tuley","M","Calgary",55236,11,5,"YES"
"3904",3904,"Kelcie","Paregien","F","Toronto",16496,11,4,"NO"
"3905",3905,"Saleana","Thiel","F","Victoria",40986,16,3,"NO"
"3906",3906,"Dusty","Shamaev","M","Toronto",22163,14,3,"NO"
"3907",3907,"Kasey","Updike","F","Victoria",31421,10,5,"NO"
"3908",3908,"Elizabeth","Mason","F","Winnipeg",39491,10,3,"NO"
"3909",3909,"Alexandra","Snyder","F","Montreal",27649,18,4,"YES"
"3910",3910,"Luke","Griffin","M","Winnipeg",38328,12,2,"NO"
"3911",3911,"Mark","Roths","M","Edmonton",30000,10,4,"NO"
"3912",3912,"Jacob","Williams","M","Vancouver",29194,14,4,"YES"
"3913",3913,"Amanda","Farris","F","Victoria",28591,11,3,"NO"
"3914",3914,"Marcus","Schurr","M","Calgary",19929,10,3,"NO"
"3915",3915,"Alexander","Gossack","M","Toronto",27043,11,2,"NO"
"3916",3916,"Gage","Bandy","M","Vancouver",12551,13,4,"NO"
"3917",3917,"Danielle","Hughett","F","Toronto",31196,10,3,"NO"
"3918",3918,"Tyler","Hartleben","M","Ottawa",29386,18,4,"NO"
"3919",3919,"Ricky","Tolley","M","Calgary",25334,13,2,"NO"
"3920",3920,"Michelle","Jordan","F","Vancouver",20361,10,2,"NO"
"3921",3921,"Tessa","Lindsley","F","Vancouver",40206,10,3,"NO"
"3922",3922,"Derrik","Waibel","M","Calgary",21166,10,2,"NO"
"3923",3923,"Kevin","Valtin","M","Winnipeg",27619,11,4,"NO"
"3924",3924,"Rebecca","Schuler","F","Montreal",25996,11,3,"NO"
"3925",3925,"Elizabeth","Lockwood","F","Calgary",52535,17,3,"YES"
"3926",3926,"Anna-Marie","Abbott","F","Toronto",48038,10,3,"YES"
"3927",3927,"Morgan","Koenigsman","F","Ottawa",18898,10,4,"NO"
"3928",3928,"Shannon","Krause","F","Montreal",25673,16,3,"NO"
"3929",3929,"Aaron","Reins","M","Ottawa",41271,10,4,"YES"
"3930",3930,"Rachel","Oliver","F","Edmonton",29227,13,3,"NO"
"3931",3931,"Jake","Rainwater","M","Edmonton",23642,10,4,"NO"
"3932",3932,"Michael","Bathauer","M","Edmonton",34638,12,1,"NO"
"3933",3933,"Makenzie","Runden","F","Montreal",40821,10,4,"YES"
"3934",3934,"Lindsay","Burton","F","Vancouver",24457,15,3,"NO"
"3935",3935,"Valerie","Jones","F","Victoria",47240,15,2,"NO"
"3936",3936,"Lauren","Hazelton","F","Toronto",19814,13,3,"NO"
"3937",3937,"Elija","Morgan","F","Ottawa",18077,17,4,"NO"
"3938",3938,"Alex","Ferguson","M","Montreal",38909,12,2,"NO"
"3939",3939,"Cheyanne","Kunkel","F","Montreal",15667,10,3,"NO"
"3940",3940,"Isaac","Chetelat","M","Victoria",17363,10,3,"NO"
"3941",3941,"John","Trullinger","M","Winnipeg",30403,13,3,"NO"
"3942",3942,"Joshua","Russell","M","Ottawa",48955,13,3,"YES"
"3943",3943,"Zachary","Theriault","M","Edmonton",22206,10,2,"NO"
"3944",3944,"Mason","Roloson","M","Edmonton",19431,10,3,"NO"
"3945",3945,"Alex","Kallet","M","Toronto",28973,10,3,"NO"
"3946",3946,"Rachel","Mclellan","F","Montreal",15910,15,3,"NO"
"3947",3947,"David","Glasco","M","Montreal",48557,14,3,"NO"
"3948",3948,"Jessica","Surber","F","Edmonton",24789,11,1,"NO"
"3949",3949,"Jessica","Weber","F","Calgary",38806,16,3,"YES"
"3950",3950,"Kelsey","Tibbets","F","Victoria",47675,11,2,"NO"
"3951",3951,"Tanner","Jacobs","M","Montreal",14040,12,1,"NO"
"3952",3952,"Thomas","Galusha","M","Edmonton",20647,16,4,"NO"
"3953",3953,"Matthew","Smock","M","Toronto",18380,15,4,"NO"
"3954",3954,"Douglas","Jorgenson","M","Winnipeg",39413,10,4,"YES"
"3955",3955,"Joseph","Ancmon","M","Toronto",19046,13,3,"NO"
"3956",3956,"Keagan","Christlieb","M","Toronto",48424,10,6,"YES"
"3957",3957,"Jessica","Voss","F","Montreal",32276,15,2,"NO"
"3958",3958,"Connor","Bergman","M","Calgary",26543,13,3,"NO"
"3959",3959,"Blake","Moore","F","Montreal",28407,10,4,"NO"
"3960",3960,"Michaela","Watters","F","Calgary",16106,10,2,"NO"
"3961",3961,"Levi","Fender","M","Montreal",33769,10,2,"NO"
"3962",3962,"Tessa","Arnold","F","Winnipeg",13321,10,4,"NO"
"3963",3963,"Jaron","Chinery","M","Montreal",37872,10,3,"NO"
"3964",3964,"Christy","Travers","F","Toronto",26678,10,3,"NO"
"3965",3965,"Paden","Bennett","M","Ottawa",19129,10,3,"NO"
"3966",3966,"Alex","Lusk","M","Montreal",36665,10,4,"NO"
"3967",3967,"Damaris","Reece","F","Ottawa",34785,10,2,"NO"
"3968",3968,"Corey","Deguire","M","Winnipeg",23180,15,5,"YES"
"3969",3969,"Forest","Wilson","M","Winnipeg",32111,10,5,"YES"
"3970",3970,"Shannon","Reed","F","Toronto",16334,10,3,"NO"
"3971",3971,"Emily","Cloud","F","Montreal",17836,10,5,"NO"
"3972",3972,"Jenna","Phipps","F","Toronto",42650,12,3,"NO"
"3973",3973,"Haley","Okvath","F","Victoria",33891,10,2,"NO"
"3974",3974,"Anastasia","Sandberg","F","Montreal",43031,13,3,"NO"
"3975",3975,"Ashley","Sklyarova","F","Calgary",24319,12,4,"NO"
"3976",3976,"Adrianna","Lieberson","F","Calgary",24863,10,4,"NO"
"3977",3977,"Brooke","Hunnewell","F","Calgary",16370,10,4,"NO"
"3978",3978,"Amber","Byrd","F","Calgary",28963,12,3,"NO"
"3979",3979,"Heather","Shaff","F","Calgary",28395,12,2,"NO"
"3980",3980,"Kristine","Riggs","F","Winnipeg",34323,12,5,"YES"
"3981",3981,"Danielle","Pavlov","F","Toronto",26684,11,3,"NO"
"3982",3982,"Connor","Zink","M","Victoria",45811,10,4,"YES"
"3983",3983,"Sarah","Mcguire","F","Winnipeg",29697,13,3,"NO"
"3984",3984,"Kadie","Houska","F","Calgary",16969,16,1,"NO"
"3985",3985,"Lucas","Kennedy","M","Calgary",25653,10,3,"NO"
"3986",3986,"Derek","Larson","M","Montreal",41483,13,2,"NO"
"3987",3987,"Amber","Mahannah","F","Montreal",45656,10,4,"YES"
"3988",3988,"Courtney","Nikov","F","Montreal",32453,10,2,"NO"
"3989",3989,"William","Arevalo","M","Victoria",38618,15,3,"NO"
"3990",3990,"Kyrsten","Thomas","F","Toronto",38397,10,5,"YES"
"3991",3991,"Kayla","Phillips","F","Toronto",21056,10,4,"NO"
"3992",3992,"Brianna","Como","F","Calgary",16194,13,5,"NO"
"3993",3993,"Mitchell","Hammett","M","Calgary",25692,13,3,"NO"
"3994",3994,"Morgan","Sundeen","F","Montreal",19902,10,5,"YES"
"3995",3995,"Joshua","Newman","M","Winnipeg",16952,11,4,"NO"
"3996",3996,"Nathan","Loomis","M","Winnipeg",22061,16,4,"NO"
"3997",3997,"Brandon","Richards","M","Montreal",27208,10,4,"NO"
"3998",3998,"Thomas","Yourkowski","M","Victoria",31633,11,2,"NO"
"3999",3999,"Michael","Lewis","M","Calgary",23825,11,3,"NO"
"4000",4000,"Christina","Billings","F","Toronto",25551,14,4,"YES"
